Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
AQKPJKYY7VLPZ;972683275;John Randall;[0, 0];"Simple to install. Great price . Fit well to my 47&#34; TV. The long arms make it easy to move around .";4.0;Great mount;1401753600;06 3, 2014;;
AQNQ3Y8AK04GQ;972683275;Guitar Juan;[0, 0];"I purchased this to move a Vizio 32\ off a counter. The unit arrived very quickly and seems well made - that is until you start using it.Installation was quick and easy, apart from using the supplied wrench, which did not last for installation of more than two of the supplied six screws before losing it's grip. I finished installation with my own adjustable wrench, so this is something to be aware of as you may have to provide your own tools.My major concern is the arm of the mount. Although it supports the TV (27 pounds), the arm tends to sag when extended which defeats the purpose of the mount. If you will use the TV flush with the wall, it works well, but expect problems with tilt and sag when the TV is extended.I will keep this unit, but the next mount will be a different make and/or model.""";3.0;Not Bad, But Not Good Either.....;1315267200;09 6, 2011;;
AQV240XF36FSX;972683275;Kathy B Handy;[0, 0];This wall mount was very easy to install, works great, and looks great. It can't be beat for the price, either.;5.0;Easy to install.;1317168000;09 28, 2011;;
ARG1JEPRCUDQT;972683275;Alaskan Customer;[0, 0];It does everything that I need and the price is right.  It is well put together and was easy to install.;5.0;Works Well;1381190400;10 8, 2013;;
ARVMH02CVVJBV;972683275;Patrick Dagenais Sr.;[0, 0];I received the proper item. not the one pictured here. it fit almost perfect. minor adjustment. works as stated. I am completely happy with this purchase. rated 4 star because of minor adjustment. would recommend to a friend/.price was very low. compared to other stores.  pat.2378;4.0;item pictured is wrong item;1363651200;03 19, 2013;;
ARW08E970C4A4;972683275;"Alecia Weaver \Alecia\""""";[0, 0];This does not allow for mounting other than on the stud. If the stud is not in the center it will not work. Through much difficulty my husband was able to mount this on our previous tv mount that did not swivel. He had to put a plate on, drill through medal and use more screws to secure it.;3.0;DO NOT PURCHASE IF STUD IS NOT IN CENTER MOUNT.;1379203200;09 15, 2013;;
AS2KRDSIWBM2P;972683275;Ashley;[0, 0];This does take two people to install, but with two it's simple. Looks great and functions perfectly, at a great price.;4.0;Easy to install, good product;1354233600;11 30, 2012;;
ASFQ9115QA9PP;972683275;snakecharmer;[21, 30];first off, I am mechanically inclined, and this looked ok when I got it, however when I mounted it to the stud-not a big problem-it became slowly obvious that the middle joint was a bit wonky, I followed the instructions all the way and when the tv was mounted and I thought it might work the middle part did not hold and my flatscreen went down, hit the wall and broke-just goes to show that you can't trust product ratings on Amazon, and its more cheaply made defective garbage from china.;1.0;broke my television-middle joint will not lock or tighten correctly;1315526400;09 9, 2011;;
AT138NK1P69KO;972683275;fortuneutah;[0, 0];"This isn't the best mount I've ever used, but for the money its great. The joints of the swing-arm are not as smooth as I would like, and loosening the tension nut makes the joints wobbly. I used it to mount a 22\ tv in my RV, and its working fine so far. Not a bad mount for the money.""";3.0;Not bad for the price;1337040000;05 15, 2012;;
ATJTU0RLAVW2I;972683275;Sue Rousseau;[0, 0];This was easy to install.  It is exactly as described.  Great value - nice solid unit for holding up my television.;5.0;Works perfectly!;1354406400;12 2, 2012;;
ATNJBDID1K17N;972683275;MARK;[0, 0];The product quality was much sturdier than I expected based on the excellent price.  I ended up buying a total of 3 and they all work great.;5.0;LOVE IT!;1400112000;05 15, 2014;;
ATWBLNW9VXQW0;972683275;Kenneth O Miller;[0, 0];I have purchase three of these now and they work perfectly and securely on all three televisions.  Cant go wrong from the price.;5.0;Cant go wrong from the price.;1383868800;11 8, 2013;;
ATWPVC644K29Z;972683275;Just a Regular Guy;[0, 0];Great functionality, really incredible price, and a snap to install.  Honestly, ridiculously good product - wish they were all so easy.;5.0;Can't beat it;1370822400;06 10, 2013;;
ATWS0VHG8NOUZ;972683275;brithefireguy;[0, 0];"We purchased this wall mount together with the LG 32\ LCD for our bedroom. We have a standard wall mount for our Samsung in the living room and will be switching to a similar swivel mount like this one.  We received it when promised and installing was easy.  We like how you can tilt it up and down and also push the tv completely out of the way when not in use.  Our old tv was mounted on a stand and it kept the screen right above bed height.  Now we have it mounted a few feet above bed height and tilted down for perfect viewing comfort. (it's the little things in life, right?)  Has a cable holder that keeps the cords clutter free.  Was a mostly one person install except when attaching the tv to the wall mount.  Comes with several different screws to fit virtually any set you have and all necessary bolts to attach to a wall stud. Also comes with a piece to cover the mounting bolts that attach to the wall.  Price was awesome, overall a great purchase.""";5.0;super fast shipping, great directions, easy set up....;1327881600;01 30, 2012;;
ATXHGENR16TFT;972683275;JohnPop;[1, 1];The wall mount installed easily and works smoothly.  The only downside is adjusting the up and down tilt, you must loosen a bolt most of the way before you can muscle the TV into a different position.;4.0;I like it!;1326844800;01 18, 2012;;
AU1I7HEEZJCSY;972683275;"M Purcell \Missy P\""""";[0, 0];This item is easy to install..it fits just perfect in the corner where we mounted it for our kitchen TV.;5.0;swing arm tv mount;1356566400;12 27, 2012;;
AU2KDGQQKTCJ0;972683275;leslie watts;[0, 0];Great price and it works perfectly. We have others in the house that cost much more and they are no better than this one.;5.0;Swing arm TV mount;1355529600;12 15, 2012;;
AU6SV4IPYQ10P;972683275;markus hall;[0, 0];"very versatile and STRONG&#8230;&#8230;.my tv is just at the recommended limit and the stand is flawless&#8230;&#8230;.very cool&#8230;&#8230;great design&#8230;&#8230;..very very cool&#8230;&#8230;.";5.0;better than expected;1400198400;05 16, 2014;;
AUCYYUP15XJA;972683275;amel1975;[5, 5];"Purchased this mounting unit for my 50\ plasma tv.  We were able to hang it successful but it did take a little over an hour.  The package was packed with everything needed excluding a stud finder and power drill.""";5.0;Great buy!;1367884800;05 7, 2013;;
AUKEU9CW56TT4;972683275;B. Kilpatrick;[0, 0];I am using this mount for a 39 inch Vizio TV and it has been great. The installation process was quick and easy and we LOVE the variety of angles that you can get from this mount. We have it on a side wall in our bedroom and we can pull the tv out and move it completely perpendicular to the wall on which it is mounted if we want to. (We don't usually move it quite perpendicular, but it works to do this.)My only complaint is that the joints are a little on the stiff side. It takes quite a bit of force to move the TV from one position to another. It's a little hard for my wife to do-- especially with the TV mounted about 6ft up on the wall. It may be possible to loosen these pivot points, but I have not tried. I'm a little nervous about making it less stable if I do.Overall, it's a great mount. Highly recommended.;5.0;"Easy to Mount; Rock-solid";1396828800;04 7, 2014;;
AUOF7KMZRE4RG;972683275;queen813;[0, 0];The only discreption I have is the tools that the kit came with. Because I do not own any I had to resort to the tools they provided which were difficult to use when installing. It would have been great if it came with a stud finder as well;4.0;Great;1312588800;08 6, 2011;;
AURWQWT9DK7LL;972683275;Robbie;[0, 1];The kids more it all around.For game playing . And its holding up .The price what good .  Very happy with .;5.0;Works  Great;1360972800;02 16, 2013;;
AUSMGD8LVU7D2;972683275;Luis Rivera;[0, 0];this wall mount is very steady and gives you lots of abtions position wise so you can see your tv in any position;5.0;exelent and very good;1363824000;03 21, 2013;;
AV2AZD7ZIBC3L;972683275;jenny;[4, 5];small packaging. this mount was great! it was a great deal for this product easy installation we had it installed in 30 mins we sugggest to only use the three bolts down the middle thou cause if you used too many it can weaken the stud's holding power.;5.0;sturdy and easy installation!;1289260800;11 9, 2010;;
AVCM37Q6TKOAG;972683275;Mark Klassen;[0, 0];It worked beautifully with my Samsung Smart TV. Plus, the fact that it can handle more weight than my TV is very comforting.;5.0;VideoSecu Two Thumbs Up;1381363200;10 10, 2013;;
AVHB9LLVCTEKY;972683275;Evan Caltrider;[0, 0];"I have a 42&#34; Hannspree LCD TV. It weighs 42.5 lbs. Most other reviews said they had a TV smaller than this so I was a little skeptical but got it because of the good price and it said it could hold 60 or so lbs. Most of my reservation was because it was the first time I've mounted a TV and worried it would fall within a week. I've had it over a month and its nice to have it be able to swing out, extend, and angle. I like the fact that I can get a bigger TV and still use this mount as its in my living room. It was not too hard to install. I bought a stud finder because I didn't have one and most everything else I already had to install it. I do highly recommend recruiting some help with the install, at least for when putting the TV on. This would be extremely hard by yourself, especially if you have a bigger TV. Overall, very happy with this mount.";5.0;Good and versatile;1375142400;07 30, 2013;;
